product,url,alert_price,price,alert
enlighten-quilt,https://www.garagegrowngear.com/collections/gear/products/revelation-850fp-by-enlightened-equipment?variant=38072057004219,280,285.0,False
product,url,alert_price,price,alert
enlighten-quilt,https://www.garagegrowngear.com/collections/gear/products/revelation-850fp-by-enlightened-equipment?variant=38072057004219,280,285.0,False
zenbivy-light-quilt,https://www.garagegrowngear.com/products/2024-light-quilt-convertible-by-zenbivy?variant=46254190166203,150,125.1,True
